PdfType: error
Format: lhagrid1
---
1.000000e-06 1.146863e-06 1.328580e-06 1.539089e-06 1.782954e-06 2.065458e-06 2.392724e-06 2.771844e-06 3.211034e-06 3.719814e-06 4.309208e-06 4.991989e-06 5.782956e-06 6.699248e-06 7.760725e-06 8.990390e-06 1.041489e-05 1.206510e-05 1.397678e-05 1.619136e-05 1.875684e-05 2.172881e-05 2.517167e-05 2.916005e-05 3.378038e-05 3.913278e-05 4.533326e-05 5.251619e-05 6.083722e-05 7.047671e-05 8.164354e-05 9.457973e-05 1.095656e-04 1.269260e-04 1.470370e-04 1.703346e-04 1.973237e-04 2.285890e-04 2.648083e-04 3.067664e-04 3.553727e-04 4.116805e-04 4.769101e-04 5.524751e-04 6.400132e-04 7.414215e-04 8.588976e-04 9.949874e-04 1.152640e-03 1.335273e-03 1.546843e-03 1.791936e-03 2.075863e-03 2.404778e-03 2.785808e-03 3.227211e-03 3.738553e-03 4.330917e-03 5.017138e-03 5.812089e-03 6.732998e-03 7.799822e-03 9.035682e-03 1.046736e-02 1.126614e-02 1.212588e-02 1.305123e-02 1.404719e-02 1.511916e-02 1.627293e-02 1.751475e-02 1.885133e-02 2.028991e-02 2.183827e-02 2.350479e-02 2.529848e-02 2.722906e-02 2.930695e-02 3.154342e-02 3.395056e-02 3.654139e-02 3.932993e-02 4.233126e-02 4.556164e-02 4.903853e-02 5.278075e-02 5.680855e-02 6.114371e-02 6.580970e-02 7.083176e-02 7.623706e-02 8.205485e-02 8.831660e-02 9.505620e-02 1.023101e-01 1.061421e-01 1.101176e-01 1.142420e-01 1.185209e-01 1.229600e-01 1.275654e-01 1.323433e-01 1.373002e-01 1.424427e-01 1.477778e-01 1.533127e-01 1.590550e-01 1.650123e-01 1.711927e-01 1.776047e-01 1.842568e-01 1.911580e-01 1.983177e-01 2.057456e-01 2.134517e-01 2.214465e-01 2.297406e-01 2.383454e-01 2.472725e-01 2.565340e-01 2.661424e-01 2.761106e-01 2.864522e-01 2.971811e-01 3.083119e-01 3.198595e-01 3.318397e-01 3.442686e-01 3.571630e-01 3.705403e-01 3.844187e-01 3.988170e-01 4.137544e-01 4.214317e-01 4.292514e-01 4.372162e-01 4.453288e-01 4.535919e-01 4.620084e-01 4.705810e-01 4.793127e-01 4.882063e-01 4.972651e-01 5.064919e-01 5.158899e-01 5.254623e-01 5.352123e-01 5.451432e-01 5.552584e-01 5.655612e-01 5.760553e-01 5.867441e-01 5.976311e-01 6.087203e-01 6.200151e-01 6.315196e-01 6.432375e-01 6.551728e-01 6.673296e-01 6.797120e-01 6.923241e-01 7.051702e-01 7.116824e-01 7.182547e-01 7.248878e-01 7.315820e-01 7.383381e-01 7.451566e-01 7.520381e-01 7.589831e-01 7.659922e-01 7.730661e-01 7.802053e-01 7.874104e-01 7.946821e-01 8.020209e-01 8.094275e-01 8.169024e-01 8.244465e-01 8.320602e-01 8.397442e-01 8.474991e-01 8.553257e-01 8.632245e-01 8.711963e-01 8.792418e-01 8.873615e-01 8.955562e-01 9.038266e-01 9.121733e-01 9.205971e-01 9.290988e-01 9.376789e-01 9.463383e-01 9.550776e-01 9.638977e-01 9.727992e-01 9.817829e-01 9.908496e-01 1.000000e+00
1.000000e+00 1.112907e+00 1.238562e+00 1.378405e+00 1.389160e+00 1.400000e+00 1.476373e+00 1.556912e+00 1.641845e+00 1.731412e+00 1.825864e+00 1.925469e+00 2.030507e+00 2.141276e+00 2.258087e+00 2.381270e+00 2.511174e+00 2.648164e+00 2.792627e+00 2.944971e+00 3.105625e+00 3.275044e+00 3.453705e+00 3.642112e+00 3.840797e+00 4.050321e+00 4.271274e+00 4.504282e+00 4.750000e+00 5.097502e+00 5.470428e+00 5.870636e+00 6.300122e+00 6.761029e+00 7.255655e+00 7.786467e+00 8.356113e+00 8.967433e+00 9.623476e+00 1.032751e+01 1.108306e+01 1.189388e+01 1.276402e+01 1.369781e+01 1.469992e+01 1.577534e+01 1.692944e+01 1.816797e+01 1.949711e+01 2.092349e+01 2.245422e+01 2.409694e+01 2.585983e+01 2.775169e+01 2.978196e+01 3.196077e+01 3.429897e+01 3.680822e+01 3.950105e+01 4.239089e+01 4.549214e+01 4.882027e+01 5.239189e+01 5.622479e+01 6.033811e+01 6.475235e+01 6.948953e+01 7.457327e+01 8.002894e+01 8.588373e+01 9.216685e+01 9.890963e+01 1.061457e+02 1.139111e+02 1.222447e+02 1.311879e+02 1.407854e+02 1.510851e+02 1.621382e+02 1.740000e+02 1.932646e+02 2.146621e+02 2.384286e+02 2.648265e+02 2.941470e+02 3.267138e+02 3.628863e+02 4.030636e+02 4.476892e+02 4.972556e+02 5.523097e+02 6.134593e+02 6.813790e+02 7.568186e+02 8.406106e+02 9.336796e+02 1.037053e+03 1.151871e+03 1.279402e+03 1.421052e+03 1.578386e+03 1.753138e+03 1.947239e+03 2.162829e+03 2.402289e+03 2.668261e+03 2.963680e+03 3.291807e+03 3.656263e+03 4.061070e+03 4.510695e+03 5.010102e+03 5.564800e+03 6.180913e+03 6.865239e+03 7.625331e+03 8.469577e+03 9.407295e+03 1.044883e+04 1.160569e+04 1.289062e+04 1.431782e+04 3.162278e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
-4.63471541e-17 -2.18195621e-17 4.06629770e-01 1.00768268e+00 1.00768162e+00 1.00776888e+00 1.00782345e+00 4.06629770e-01 -2.18195621e-17 -4.63471541e-17 -2.84351968e+00
-5.38534886e-17 -2.56264697e-17 4.11015334e-01 1.00706108e+00 1.00706103e+00 1.00716288e+00 1.00722561e+00 4.11015334e-01 -2.56264697e-17 -5.38534886e-17 -2.26600269e+00
-4.15353398e-17 -1.62977728e-17 4.35346422e-01 1.02690788e+00 1.02690786e+00 1.02702393e+00 1.02709561e+00 4.35346422e-01 -1.62977728e-17 -4.15353398e-17 -1.21298851e+00
-6.38117444e-17 -2.73984596e-04 4.79272535e-01 1.06677161e+00 1.06677255e+00 1.06690250e+00 1.06698200e+00 4.79272535e-01 -2.73984596e-04 -6.38117444e-17 3.72103792e-01
-6.59917332e-17 1.18912223e-03 4.83215711e-01 1.07043556e+00 1.07043663e+00 1.07056757e+00 1.07064758e+00 4.83215711e-01 1.18912223e-03 -6.59917332e-17 5.05702054e-01
-6.54975973e-17 3.57069883e-03 4.87262551e-01 1.07420588e+00 1.07420706e+00 1.07433900e+00 1.07441953e+00 4.87262551e-01 3.57069883e-03 -6.54975973e-17 6.40295572e-01
-3.25709521e-17 3.61045273e-02 5.17562826e-01 1.10267417e+00 1.10267578e+00 1.10281448e+00 1.10289888e+00 5.17562826e-01 3.61045273e-02 -3.25709521e-17 1.60438276e+00
-5.54807270e-17 7.28754294e-02 5.52401168e-01 1.13575049e+00 1.13575243e+00 1.13589784e+00 1.13598616e+00 5.52401168e-01 7.28754294e-02 -5.54807270e-17 2.70158363e+00
-8.81481593e-17 1.13191245e-01 5.91743198e-01 1.17339400e+00 1.17339601e+00 1.17354808e+00 1.17364057e+00 5.91743198e-01 1.13191245e-01 -8.81481593e-17 3.93668552e+00
-8.40830495e-17 1.58263324e-01 6.35580711e-01 1.21559339e+00 1.21559553e+00 1.21575421e+00 1.21585078e+00 6.35580711e-01 1.58263324e-01 -8.40830495e-17 5.31002296e+00
-6.83491847e-17 2.07860189e-01 6.83880762e-01 1.26231082e+00 1.26231350e+00 1.26247872e+00 1.26257894e+00 6.83880762e-01 2.07860189e-01 -6.83491847e-17 6.82410829e+00
-9.83932380e-17 2.61839960e-01 7.36606851e-01 1.31350784e+00 1.31351086e+00 1.31368259e+00 1.31378662e+00 7.36606851e-01 2.61839960e-01 -9.83932380e-17 8.48076174e+00
-7.61883643e-17 3.20169514e-01 7.93723454e-01 1.36914420e+00 1.36914825e+00 1.36932643e+00 1.36943355e+00 7.93723454e-01 3.20169514e-01 -7.61883643e-17 1.02813877e+01
-5.46022100e-17 3.82822988e-01 8.55201913e-01 1.42918898e+00 1.42919326e+00 1.42937784e+00 1.42948883e+00 8.55201913e-01 3.82822988e-01 -5.46022100e-17 1.22273543e+01
-5.57147105e-17 4.49759884e-01 9.20999174e-01 1.49359582e+00 1.49360008e+00 1.49379101e+00 1.49390609e+00 9.20999174e-01 4.49759884e-01 -5.57147105e-17 1.43192432e+01
-9.20278581e-17 5.20942206e-01 9.91075567e-01 1.56232239e+00 1.56232735e+00 1.56252458e+00 1.56264301e+00 9.91075567e-01 5.20942206e-01 -9.20278581e-17 1.65573844e+01
-1.48186107e-16 5.96338586e-01 1.06539798e+00 1.63533402e+00 1.63533982e+00 1.63554332e+00 1.63566491e+00 1.06539798e+00 5.96338586e-01 -1.48186107e-16 1.89421420e+01
-1.25216784e-16 6.75914937e-01 1.14392950e+00 1.71259216e+00 1.71259730e+00 1.71280701e+00 1.71293325e+00 1.14392950e+00 6.75914937e-01 -1.25216784e-16 2.14737496e+01
-5.72089803e-17 7.59617720e-01 1.22661723e+00 1.79404018e+00 1.79404571e+00 1.79426159e+00 1.79439141e+00 1.22661723e+00 7.59617720e-01 -5.72089803e-17 2.41515092e+01
-1.25922803e-16 8.47414323e-01 1.31342491e+00 1.87964140e+00 1.87964745e+00 1.87986945e+00 1.88000268e+00 1.31342491e+00 8.47414323e-01 -1.25922803e-16 2.69752407e+01
-1.87356253e-16 9.39267266e-01 1.40431429e+00 1.96935572e+00 1.96936213e+00 1.96959021e+00 1.96972699e+00 1.40431429e+00 9.39267266e-01 -1.87356253e-16 2.99444550e+01
-1.05862638e-16 1.03513768e+00 1.49924661e+00 2.06314195e+00 2.06314877e+00 2.06338289e+00 2.06352315e+00 1.49924661e+00 1.03513768e+00 -1.05862638e-16 3.30585147e+01
-2.25575568e-16 1.13498899e+00 1.59818174e+00 2.16096007e+00 2.16096679e+00 2.16120691e+00 2.16135113e+00 1.59818174e+00 1.13498899e+00 -2.25575568e-16 3.63167588e+01
-1.50909238e-16 1.23875440e+00 1.70105308e+00 2.26274121e+00 2.26274823e+00 2.26299430e+00 2.26314207e+00 1.70105308e+00 1.23875440e+00 -1.50909238e-16 3.97173899e+01
-1.77512366e-16 1.34640881e+00 1.80783522e+00 2.36845839e+00 2.36846594e+00 2.36871793e+00 2.36886898e+00 1.80783522e+00 1.34640881e+00 -1.77512366e-16 4.32599168e+01
