100  2.07975e-15
109.699  2.26427e-15
120.338  2.33043e-15
132.009  2.54209e-15
144.812  6.1074e-16
158.857  1.85708e-16
174.263  2.19656e-16
191.164  2.69148e-16
209.705  3.27172e-16
230.043  3.94885e-16
252.354  4.74677e-16
276.829  5.66762e-16
303.677  6.74367e-16
333.129  8.00659e-16
365.438  9.45212e-16
400.881  1.11056e-15
439.76  1.29843e-15
482.411  1.51469e-15
529.198  1.76052e-15
580.523  2.04152e-15
636.825  2.35866e-15
698.588  2.71912e-15
766.341  3.12802e-15
840.665  3.58853e-15
922.198  4.11158e-15
1011.64  4.69957e-15
1109.75  5.36204e-15
1217.38  6.10383e-15
1335.45  6.93389e-15
1464.97  7.86907e-15
1607.05  8.91931e-15
1762.91  1.0094e-14
1933.89  1.13975e-14
2121.45  1.28487e-14
2327.2  1.44711e-14
2552.91  1.62714e-14
2800.5  1.82861e-14
3072.11  2.05043e-14
3370.06  2.29723e-14
3696.91  2.57056e-14
4055.46  2.87013e-14
4448.78  3.20251e-14
4880.25  3.56833e-14
5353.57  3.97337e-14
5872.79  4.41704e-14
6442.36  4.90144e-14
7067.18  5.4348e-14
7752.6  6.01721e-14
8504.49  6.65733e-14
9329.3  7.35156e-14
10234.1  8.11262e-14
11226.7  8.9335e-14
12315.5  9.83261e-14
13509.9  1.08024e-13
14820.2  1.18598e-13
16257.6  1.29962e-13
17834.3  1.42163e-13
19564  1.44982e-13
21461.4  1.48394e-13
23542.9  1.61356e-13
25826.2  1.75272e-13
28331  1.90102e-13
31078.7  2.05925e-13
34092.9  2.22801e-13
37399.4  2.40781e-13
41026.6  2.59814e-13
45005.6  2.80024e-13
49370.5  3.01518e-13
54158.7  3.24182e-13
59411.3  3.48227e-13
65173.4  3.73513e-13
71494.3  4.00142e-13
78428.2  4.28245e-13
86034.6  4.58418e-13
94378.8  4.9042e-13
103532  5.23788e-13
113573  5.58661e-13
124588  5.94598e-13
136672  6.32315e-13
149927  6.71913e-13
164468  7.13356e-13
180419  7.56701e-13
197917  8.02034e-13
217112  8.49337e-13
238169  8.98784e-13
261268  9.5027e-13
286607  1.00407e-12
314404  1.06003e-12
344896  1.1184e-12
378346  1.17907e-12
415040  1.24222e-12
455294  1.30786e-12
499451  1.37606e-12
547890  1.44706e-12
601028  1.52101e-12
659319  1.59781e-12
723263  1.67753e-12
793410  1.76012e-12
870359  1.84586e-12
954772  1.9345e-12
1.04737e+06  2.02651e-12
1.14895e+06  2.12231e-12
1.26038e+06  2.22164e-12
1.38262e+06  2.32465e-12
1.51672e+06  2.43094e-12
1.66382e+06  2.54107e-12
1.82518e+06  2.65486e-12
2.0022e+06  2.77309e-12
2.19639e+06  2.89583e-12
2.4094e+06  3.02229e-12
2.64308e+06  3.15302e-12
2.89942e+06  3.28791e-12
3.18063e+06  3.42804e-12
3.4891e+06  3.5735e-12
3.82749e+06  3.72322e-12
4.19871e+06  3.87766e-12
4.60592e+06  4.03697e-12
