100  0
109.699  0
120.338  0
132.009  0
144.812  0
158.857  0
174.263  0
191.164  0
209.705  0
230.043  0
252.354  0
276.829  0
303.677  0
333.129  0
365.438  0
400.881  0
439.76  0
482.411  0
529.198  0
580.523  0
636.825  0
698.588  0
766.341  0
840.665  0
922.198  0
1011.64  0
1109.75  0
1217.38  0
1335.45  0
1464.97  0
1607.05  0
1762.91  0
1933.89  0
2121.45  0
2327.2  0
2552.91  0
2800.5  0
3072.11  0
3370.06  0
3696.91  0
4055.46  0
4448.78  0
4880.25  0
5353.57  0
5872.79  0
6442.36  0
7067.18  0
7752.6  0
8504.49  0
9329.3  0
10234.1  0
11226.7  0
12315.5  0
13509.9  0
14820.2  0
16257.6  0
17834.3  2.14116e-12
19564  3.67394e-12
21461.4  3.89406e-12
23542.9  4.12377e-12
25826.2  4.36235e-12
28331  4.6106e-12
31078.7  4.86967e-12
34092.9  5.13885e-12
37399.4  5.41741e-12
41026.6  5.70599e-12
45005.6  6.00529e-12
49370.5  6.31412e-12
54158.7  6.63448e-12
59411.3  6.96516e-12
65173.4  7.3067e-12
71494.3  7.66047e-12
78428.2  8.02422e-12
86034.6  8.40106e-12
94378.8  8.78907e-12
103532  9.18912e-12
113573  9.60166e-12
124588  1.00358e-11
136672  1.04837e-11
149927  1.09388e-11
164468  1.13999e-11
180419  1.18768e-11
197917  1.23684e-11
217112  1.28747e-11
238169  1.33975e-11
261268  1.39374e-11
286607  1.44924e-11
314404  1.50633e-11
344896  1.56496e-11
378346  1.62529e-11
415040  1.68738e-11
455294  1.75162e-11
499451  1.81778e-11
547890  1.88562e-11
601028  1.95536e-11
659319  2.02694e-11
723263  2.101e-11
793410  2.17745e-11
870359  2.25576e-11
954772  2.33619e-11
1.04737e+06  2.41881e-11
1.14895e+06  2.50449e-11
1.26038e+06  2.59267e-11
1.38262e+06  2.68298e-11
1.51672e+06  2.77561e-11
1.66382e+06  2.87149e-11
1.82518e+06  2.9704e-11
2.0022e+06  3.07182e-11
2.19639e+06  3.17566e-11
2.4094e+06  3.28256e-11
2.64308e+06  3.39344e-11
2.89942e+06  3.50708e-11
3.18063e+06  3.6235e-11
3.4891e+06  3.7431e-11
3.82749e+06  3.86728e-11
4.19871e+06  3.99461e-11
4.60592e+06  4.12488e-11
5.05263e+06  4.25865e-11
5.54266e+06  4.39754e-11
6.08022e+06  4.53983e-11
6.66992e+06  4.68539e-11
7.31681e+06  4.8348e-11
8.02643e+06  4.98987e-11
8.80488e+06  5.14882e-11
9.65883e+06  5.3122e-11
1.05956e+07  5.4797e-11
1.16232e+07  5.65178e-11
1.27505e+07  5.83034e-11
1.39871e+07  6.01301e-11
1.53437e+07  6.20095e-11
1.68318e+07  6.39312e-11
1.84642e+07  6.59096e-11
2.0255e+07  6.79589e-11
2.22195e+07  7.0053e-11
2.43744e+07  7.22091e-11
2.67384e+07  7.4411e-11
2.93317e+07  7.6686e-11
3.21764e+07  7.90358e-11
3.52971e+07  8.14333e-11
3.87204e+07  8.39009e-11
4.24757e+07  8.64234e-11
4.65953e+07  8.90338e-11
5.11143e+07  9.17178e-11
5.60717e+07  9.44559e-11
6.15099e+07  9.72715e-11
6.74754e+07  1.00169e-10
7.40196e+07  1.03146e-10
8.11984e+07  1.06207e-10
8.90735e+07  1.09331e-10
9.77124e+07  1.12544e-10
1.07189e+08  1.15867e-10
1.17585e+08  1.19258e-10
1.28989e+08  1.22742e-10
1.41499e+08  1.263e-10
1.55223e+08  1.29976e-10
1.70277e+08  1.33756e-10
1.86791e+08  1.37608e-10
2.04907e+08  1.41559e-10
2.24781e+08  1.45639e-10
2.46581e+08  1.49819e-10
2.70496e+08  1.54106e-10
2.9673e+08  1.58481e-10
3.25509e+08  1.62992e-10
3.57079e+08  1.67638e-10
3.9171e+08  1.72375e-10
4.297e+08  1.77223e-10
4.71375e+08  1.82217e-10
5.17092e+08  1.87343e-10
5.67243e+08  1.92591e-10
6.22257e+08  1.97948e-10
6.82607e+08  2.03464e-10
7.4881e+08  2.09144e-10
8.21434e+08  2.14943e-10
9.01102e+08  2.20862e-10
9.88496e+08  2.26965e-10
1.08437e+09  2.33237e-10
1.18953e+09  2.39634e-10
1.3049e+09  2.46178e-10
1.43146e+09  2.52911e-10
1.57029e+09  2.59822e-10
1.72259e+09  2.66888e-10
1.88965e+09  2.74089e-10
2.07292e+09  2.81524e-10
2.27397e+09  2.89153e-10
2.49451e+09  2.96918e-10
2.73644e+09  3.04877e-10
3.00184e+09  3.13091e-10
3.29297e+09  3.21485e-10
3.61234e+09  3.30083e-10
3.96269e+09  3.38295e-10
4.34701e+09  3.45872e-10
4.76861e+09  3.52804e-10
5.2311e+09  3.59086e-10
5.73844e+09  3.64718e-10
6.29499e+09  3.69738e-10
6.90551e+09  3.74154e-10
7.57525e+09  3.7804e-10
8.30994e+09  3.81378e-10
9.11589e+09  3.84466e-10
1e+10  3.87076e-10
